Crank Angle,Cylinder-Pre,Cylinder-Tem,PistWallHeatFlow,HeadWallHeatFlow,LinerWallHeatFlow,BlowByHeatFlow,BlowBy,TurbinePower,Out-Pre,Out-Tem,Turbine-in-Pre,Turbine-in-Tem,Turbine-out-Pre,Turbine-out-Tem
330,428462.0,873.352,-5.66867,-4.86718,-0.65441,-1.5093,-0.022112,12877.4,160300.0,831.958,131303.0,733.843,100374.0,716.255
333,450415.0,882.707,-6.03637,-5.17052,-0.615621,-1.5959,-0.0231214,12229.5,158764.0,842.791,132528.0,735.785,102875.0,718.482
336,472074.0,891.474,-6.39902,-5.46952,-0.575831,-1.6817,-0.0241137,11364.7,155208.0,854.133,133437.0,737.763,105647.0,720.096
339,492981.0,899.5,-6.74833,-5.75739,-0.536058,-1.7648,-0.0250691,10399.7,149951.0,865.681,133977.0,739.876,108485.0,720.416
342,512491.0,906.425,-7.07029,-6.0228,-0.497231,-1.83818,-0.0258987,9406.69,144238.0,876.193,134241.0,742.319,111056.0,719.628
345,530097.0,912.281,-7.35814,-6.26014,-0.460915,-1.90831,-0.0267023,8428.72,139066.0,885.037,134362.0,745.172,113381.0,719.908
348,545189.0,916.92,-7.60114,-6.46063,-0.428459,-1.9683,-0.027393,7441.04,132217.0,893.464,133923.0,747.68,115224.0,720.651
351,557224.0,920.213,-7.78969,-6.61644,-0.401197,-2.01585,-0.0279476,6607.95,122493.0,902.177,132347.0,748.86,115798.0,720.361
354,565672.0,922.035,-7.91453,-6.72001,-0.380252,-2.04871,-0.0283432,5840.06,114396.0,908.402,129889.0,748.95,115373.0,719.331
357,571208.0,924.002,-8.00956,-6.79803,-0.368007,-2.07247,-0.0285896,5013.68,106879.0,914.335,127149.0,748.968,114603.0,718.458
360,574188.0,926.95,-8.0927,-6.86461,-0.3657,-2.08512,-0.0286746,4187.92,98603.9,921.318,124000.0,747.916,113343.0,716.636
